Name,Symbol,RIC,Type,NAME,COMPANY NAME,ICB INDUSTRY NAME
ABN AMRO HOLDING (SES),T:ABNA,-,T:ABNA,ABN AMRO HOLDING (SES) DEAD - DELIST 17/01/05,ABN AMRO HOLDING N.V.,Financials
ABTERRA 10,T:ABTE,ABTRx.SI^J10,T:ABTE,ABTERRA 10 DEAD - DELIST.13/10/10,ABTERRA LIMITED,Industrials
ACMA 1,T:ACMX,ACMAx.SI^H15,T:ACMX,ACMA 1 DEAD - DELIST.04/08/15,ACMA LTD,Industrials
AEI 1,T:AEIX,AEICx.SI^G15,T:AEIX,AEI 1 DEAD - DELIST.10/07/15,AEI CORPORATION LTD,Basic Materials
AEM HOLDINGS 1,T:AEMX,AEMx.SI^G15,T:AEMX,AEM HOLDINGS 1 DEAD - DELIST.27/07/15,AEM HOLDINGS LIMITED,Technology
AIMS AMP CAP.INDL.REIT. 100,T:O5US,AARTx.SI^L11,T:O5US,AIMS AMP CAP.INDL.REIT. 100,AIMS APAC REIT,Real Estate
ALIBABA PICTS.GP. (SES),T:INTE,ALIB.SI^L20,T:INTE,ALIBABA PICTS.GP. (SES) DEAD - DELIST.04/12/20,ALIBABA PICTURES GROUP LIMITED,Consumer Discretionary
AMCORPGROUP (SES),951119,-,951119,AMCORPGROUP (SES),AMCORPGROUP BERHAD,Industrials
AMPLEFIELD 100,T:AMPO,AMPLx.SI^F14,T:AMPO,AMPLEFIELD 100 DEAD - DELIST.26/06/14,AMPLEFIELD LIMITED,Industrials
ARA ASSET MANAGEMENT 10,T:ARAA,ARAMx.SI^G11,T:ARAA,ARA ASSET MANAGEMENT 10 DEAD - DELIST.07/07/11,ARA ASSET MANAGEMENT LIMITED,Financials
ARA ASSET MANAGEMENT 10,T:ARAM,ARAMx.SI^E13,T:ARAM,ARA ASSET MANAGEMENT 10 DEAD - DELIST.03/06/13,ARA ASSET MANAGEMENT LIMITED,Financials
ARA ASSET MNGT.200,T:ASSM,-,T:ASSM,ARA ASSET MNGT.200 DEAD - DELIST.17/06/10,ARA ASSET MANAGEMENT LIMITED,Financials
ASCOTT RSDI.TST.100,T:ARTU,ASRTx.SI^A14,T:ARTU,ASCOTT RSDI.TST.100 DEAD - DELIST.16/01/14,ASCOTT RESIDENCE TRUST,Real Estate
ASCOTT RSDI.TST.100,50324Q,-,50324Q,ASCOTT RSDI.TST.100 DEAD - DELIST.04/05/07,ASCOTT RESIDENCE TRUST,Real Estate
ASIAN PAY TV.TRUST UNT.1,T:APTT,ASIAx.SI^G13,T:APTT,ASIAN PAY TV.TRUST UNT.1 DEAD - DELIST.04/07/13,ASIAN PAY TELEVISION TRUST,Telecommunications
ASIATIC DEV. (SES),771139,-,771139,ASIATIC DEV. (SES),GENTING PLANTATIONS BERHAD,Consumer Staples
AUSNET SERVICES (SES),T:SPAU,SPAU.SI^G18,T:SPAU,AUSNET SERVICES (SES) DEAD - DELIST.16/07/18,AUSNET SERVICES LTD,Utilities
AUSTRALAND PR.GP. (SES),T:AUST,ALZ.SI^J11,T:AUST,AUSTRALAND PR.GP. (SES) DEAD - DELIST.11/10/11,AUSTRALAND PROPERTY GROUP,Real Estate
BBR HOLDINGS (S) 100,T:BRHL,-,T:BRHL,BBR HOLDINGS (S) 100 DEAD - DELIST.29/03/10,BBR HOLDINGS (S) LIMITED,Industrials
BEAUTY CHINA HDG.,T:BEAU,BCHI.SI^D10,T:BEAU,BEAUTY CHINA HDG. DEAD - DELIST.26/04/10,BEAUTY CHINA HOLDINGS LTD,Consumer Staples
BEIJING GAS BLUE (SES) SKY HOLDINGS,T:CPPG,BEIJ.SI^B18,T:CPPG,BEIJING GAS BLUE (SES) SKY HOLDINGS,BEIJING GAS BLUE SKY HOLDINGS LTD,Utilities
BOUSTEAD PROJECTS,T:BPRX,BOUSx.SI^F15,T:BPRX,BOUSTEAD PROJECTS DEAD - DELIST.05/06/15,BOUSTEAD PROJECTS LTD,Industrials
BROTHERS (HDG.) 100,T:GWGP,-,T:GWGP,BROTHERS (HDG.) 100 DEAD - DELIST.26/09/12,BROTHERS (HOLDINGS) LIMITED,Real Estate
BUND CENTER INV.250,T:BNCI,-,T:BNCI,BUND CENTER INV.250 DEAD - DELIST.05/08/10,BUND CENTER INVESTMENT LTD,Real Estate
BURWILL HDG. (SES),T:BURW,BWLH.SI^I10,T:BURW,BURWILL HDG. (SES) DEAD - DELIST.09/09/10,BURWILL HOLDINGS LTD,Basic Materials
C & O PHARM.TECH.(HDG.),T:COPT,COPT.SI^L11,T:COPT,C & O PHARM.TECH.(HDG.) DEAD - DELIST.06/12/11,C & O PHARMACEUTICAL TECHNOLOGY ( HOLDINGS) LTD,Health Care
CAMBRIDGE INDL.TRUST 25,T:CMBG,CMITx.SI^E11,T:CMBG,CAMBRIDGE INDL.TRUST 25 DEAD - DELIST.20/05/11,ESR-REIT,Real Estate
CAPITALAND 500,T:CPTL,-,T:CPTL,CAPITALAND 500 DEAD - DELIST.30/04/09,CAPITALAND LIMITED,Real Estate
CAPITAMALL TST.100,T:CT10,-,T:CT10,CAPITAMALL TST.100 DEAD - DELIST.08/05/09,CAPITALAND INTEGRATED COMMERCIAL TRUST,Real Estate
CAPITARETAIL CHIN.TST.20,T:CRCX,CRCTx.SI^L13,T:CRCX,CAPITARETAIL CHIN.TST.20 DEAD - DELIST.27/12/13,CAPITALAND CHINA TRUST,Real Estate
CBG.BREW.MAL. S$,749279,-,749279,CBG.BREW.MAL. S$,CARLSBERG BREWERY MALAYSIA BERHAD,Consumer Staples
CEI CONTRACT MNFG.1,T:CEIX,CEILx.SI^G15,T:CEIX,CEI CONTRACT MNFG.1 DEAD - DELIST.13/07/15,CEI LTD,Technology
CENTURION 500,T:CCLD,CNCLx.SI^K11,T:CCLD,CENTURION 500 DEAD - DELIST.24/11/11,CENTURION CORP LIMITED,Real Estate
CEREBOS PACIFIC,T:CRBL,-,T:CRBL,CEREBOS PACIFIC DEAD - DUPL.SEE 944386,CEREBOS PACIFIC LIMITED,Consumer Staples
CHANGYOU COM ADR (SES) 1:2,T:CYOU,CYOU.SI^D20,T:CYOU,CHANGYOU COM ADR (SES) 1:2,CHANGYOU.COM LIMITED - ADR,Consumer Discretionary
CHARTERED R800,T:CHRD,-,T:CHRD,CHARTERED R800 DEAD - DELIST.01/10/02,NA,Technology
CHARTERED SEMICON.100,T:CHSM,-,T:CHSM,CHARTERED SEMICON.100 DEAD - DELIST.25/06/09,CHARTERED SEMICONDUCTOR MANUFACTURING LIMITED,Technology
CHEMOIL ENERGY,41471N,CHEL.SI^E14,41471N,CHEMOIL ENERGY DEAD - DELIST.20/05/14,CHEMOIL ENERGY LIMITED,Energy
CHEUNG WOH TECHS.10,T:CHWT,CHWOx.SI^I10,T:CHWT,CHEUNG WOH TECHS.10 DEAD - DELIST.02/09/10,CHEUNG WOH TECHNOLOGIES LIMITED,Technology
CHINA ANIMAL HEALTHCARE,T:MAIS,CAHC.SI^H13,T:MAIS,CHINA ANIMAL HEALTHCARE DEAD - DELIST.29/08/13,CHINA ANIMAL HEALTHCARE LIMITED,Health Care
CHINA AVTN.OIL (SING.) 100,T:ASDF,CNAOx.SI^D14,T:ASDF,CHINA AVTN.OIL (SING.) 100,CHINA AVIATION OIL (SINGAPORE) CORPORATION LTD,Energy
CHINA AVTN.OIL (SING.)10,T:CA10,-,T:CA10,CHINA AVTN.OIL (SING.)10 DEAD - DELIST.08/05/06,CHINA AVIATION OIL (SINGAPORE) CORPORATION LTD,Energy
CHINA EDUCATION (SES),T:EASZ,-,T:EASZ,CHINA EDUCATION (SES) DEAD - DELIST.22/05/08,CHINA EDUCATION LIMITED,Consumer Discretionary
CHINA ENVIRONMENT 100,T:GTSE,-,T:GTSE,CHINA ENVIRONMENT 100 DEAD - DELIST.05/10/09,CHINA ENVIRONMENT LTD,Utilities
CHINA FIBRETECH 1,T:CFTO,CHFIx.SI^G15,T:CFTO,CHINA FIBRETECH 1 DEAD - DELIST.30/07/15,RAFFLES INFRASTRUCTURE HOLDINGS LTD,Consumer Discretionary
CHINA GAOXIAN FBFBR.HDG. 1,T:CGXX,CGXFx.SI^H15,T:CGXX,CHINA GAOXIAN FBFBR.HDG. 1,CHINA GAOXIAN FIBRE FABRIC HOLDINGS LIMITED,Basic Materials
CHINA LIFESTYLE F&B.GP.,T:CLFB,CLFB.SI^E10,T:CLFB,CHINA LIFESTYLE F&B.GP. DEAD - DELIST.06/05/10,LABIXIAOXIN SNACKS GROUP LIMITED,Consumer Staples
CHINA MOTION TELC. (SES),T:CMTE,-,T:CMTE,CHINA MOTION TELC. (SES) DEAD - DELIST.04/04/07,HUA YIN INTERNATIONAL HOLDINGS LTD,Telecommunications
CHINA NEW TOWN DEV.,T:CNTD,CNTW.SI^B17,T:CNTD,CHINA NEW TOWN DEV. DEAD - DELIST.17/02/17,CHINA NEW TOWN DEVELOPMENT COMPANY LIMITED,Real Estate
CHINA NORTH INDS. GDR,140658,-,140658,CHINA NORTH INDS. GDR DEAD - DEAD,NA,Industrials
CHINA TAISAN TECH.GHG.1,T:CTTX,CTTGx.SI^H15,T:CTTX,CHINA TAISAN TECH.GHG.1 DEAD - DELIST.21/08/15,CHINA TAISAN TECHNOLOGY GROUP HOLDINGS LIMITED,Consumer Discretionary
CHINA XLX FERTILISER,T:CXFL,CXLX.SI^H14,T:CXFL,CHINA XLX FERTILISER DEAD - DELIST.12/08/14,CHINA XLX FERTILISER LIMITED,Basic Materials
CITYSPRING INFR.TRUST 50,T:CTIN,CITYx.SI^J11,T:CTIN,CITYSPRING INFR.TRUST 50 DEAD - DELIST.19/10/11,KEPPEL INFRASTRUCTURE TRUST,Utilities
COMPACT METAL INDS.50,T:COMP,COMIx.SI^L13,T:COMP,COMPACT METAL INDS.50 DEAD - DELIST.19/12/13,INTERNATIONAL CEMENT GROUP LTD,Industrials
CONSCIENCEFOOD HOLDING,T:CCF,CSHL.SI^B14,T:CCF,CONSCIENCEFOOD HOLDING DEAD - DELIST.05/02/14,CONSCIENCEFOOD HOLDING LIMITED,Consumer Staples
CONTEL 100,T:CON,COCPx.SI^H11,T:CON,CONTEL 100 DEAD - DELIST.17/08/11,YUUZOO NETWORKS GROUP CORP,Consumer Discretionary
COURAGE MARINE GP.1,T:ATMX,CRMGx.SI^G15,T:ATMX,COURAGE MARINE GP.1 DEAD - DELIST.09/07/15,COURAGE INVESTMENT GROUP LTD,Industrials
CYC.& CARR.BINTG,503467,-,503467,CYC.& CARR.BINTG,CYCLE & CARRIAGE BINTANG BERHAD,Consumer Discretionary
DAIRY FARM INTL. (SES),T:DAIF,-,T:DAIF,DAIRY FARM INTL. (SES) DEAD - DUPL.SEE 141025,DAIRY FARM INTERNATIONAL HOLDINGS LTD,Consumer Staples
DBS FB.'A' NRFD,T:DVSF,-,T:DVSF,DBS FB.'A' NRFD DEAD - DELIST.20/05/98,DBS GROUP HOLDINGS LTD,Financials
DBS GROUP HOLDINGS 500,T:DGRH,-,T:DGRH,DBS GROUP HOLDINGS 500 DEAD - DELIST.09/03/09,DBS GROUP HOLDINGS LTD,Financials
DEL MONTE PACIFIC 200,T:DELV,DMPLx.SI^E13,T:DELV,DEL MONTE PACIFIC 200 DEAD - DELIST.23/05/13,DEL MONTE PACIFIC LIMITED,Consumer Staples
DEV. BANK OF SING. FB.,T:DBSF,-,T:DBSF,DEV. BANK OF SING. FB. DEAD - MERGER 929659,DBS GROUP HOLDINGS LTD,Financials
DRAGON GROUP INTL.50,T:DLR,DRGNx.SI^A11,T:DLR,DRAGON GROUP INTL.50 DEAD - DELIST 19/01/11,DRAGON GROUP INTERNATIONAL LIMITED,Industrials
EASTGATE TECHNOLOGY 10,T:EGTT,EGTLx.SI^E11,T:EGTT,EASTGATE TECHNOLOGY 10 DEAD - DELIST.19/05/11,SHINVEST HOLDING LTD,Technology
EASYKNIT INTL.HDG.,T:EASY,-,T:EASY,EASYKNIT INTL.HDG. DEAD - DELIST 07/06/05,EASYKNIT INTERNATIONAL HOLDINGS LIMITED,Consumer Discretionary
EASYKNIT INTL.HDG.5000 (SES),T:ESKT,-,T:ESKT,EASYKNIT INTL.HDG.5000 (SES),EASYKNIT INTERNATIONAL HOLDINGS LIMITED,Consumer Discretionary
ELECTROTECH INVS.10,T:ELTX,-,T:ELTX,ELECTROTECH INVS.10 DEAD - DELIST.26/06/09,FRENCKEN GROUP LIMITED,Industrials
EMAS OFFSHORE (SES),T:EMAS,EMAS.SI^H21,T:EMAS,EMAS OFFSHORE (SES) DEAD - DELIST.02/08/21,EMAS OFFSHORE LTD,Energy
EZRA HOLDINGS 10,T:EZRO,EZRAx.SI^A15,T:EZRO,EZRA HOLDINGS 10 DEAD - DELIST.03/02/15,EZRA HOLDINGS LTD,Energy
EZRA HOLDINGS 200,T:EZOD,EZRAx.SI^K10,T:EZOD,EZRA HOLDINGS 200 DEAD - DELIST.22/11/10,EZRA HOLDINGS LTD,Energy
FERROCHINA,T:FRCN,FERR.SI^C10,T:FRCN,FERROCHINA DEAD - DELIST.11/03/10,FERROCHINA LIMITED,Basic Materials
FLEXTRONICS INTL.,T:FLTR,-,T:FLTR,FLEXTRONICS INTL. DEAD - DELISTED,FLEX LTD,Technology
FORTUNE RLST.INV.TST.,T:FORT,FORT.SI^J19,T:FORT,FORTUNE RLST.INV.TST. DEAD - DELIST.21/10/19,FORTUNE REAL ESTATE INVESTMENT TRUST,Real Estate
FRASER & NEAVE NP. DELISTED 17/05/93,778117,-,778117,FRASER & NEAVE NP. DELISTED 17/05/93,FRASER & NEAVE LIMITED,Industrials
FRASERS CENTREPOINT 100,T:FRCX,-,T:FRCX,FRASERS CENTREPOINT 100 DEAD - DELIST.13/02/14,FRASERS PROPERTY LTD,Real Estate
FRASERS COMMERCIAL TRUST 100,T:FRS,FRCRx.SI^D11,T:FRS,FRASERS COMMERCIAL TRUST 100,FRASERS COMMERCIAL TRUST,Real Estate
FRASERS LOGISTICS &(SES) INDUSTRIAL TRUST SGD,T:FRAD,-,T:FRAD,FRASERS LOGISTICS &(SES) INDUSTRIAL TRUST SGD,FRASERS LOGISTICS & COMMERCIAL TRUST,Real Estate
FUXING CHINA GROUP 1,T:FCGX,FXCGx.SI^G15,T:FCGX,FUXING CHINA GROUP 1 DEAD - DELIST.10/07/15,FUXING CHINA GROUP LIMITED,Consumer Discretionary
GENEMEDIX (SES),T:GENM,-,T:GENM,GENEMEDIX (SES) DEAD - DELIST.27/04/07,RELIANCE GENEMEDIX PLC,Health Care
GENTING HONG KONG (SES),T:SCRU,GENH.SI^D18,T:SCRU,GENTING HONG KONG (SES) DEAD - DELIST.16/04/18,STAR CRUISES LTD,Consumer Discretionary
GENTING INTL.200,T:GIPD,-,T:GIPD,GENTING INTL.200 DEAD - DELIST.02/11/07,GENTING SINGAPORE LTD,Consumer Discretionary
GENTING SINGAPORE 200,T:GENS,-,T:GENS,GENTING SINGAPORE 200 DEAD - DELIST.30/11/09,GENTING SINGAPORE LTD,Consumer Discretionary
GLOBAL INVACOM GROUP 50,T:REAL,GLOBx.SI^J12,T:REAL,GLOBAL INVACOM GROUP 50 DEAD - DELIST.25/10/12,GLOBAL INVACOM GROUP LIMITED,Telecommunications
GLOBAL INVESTMENTS 200,T:GLNV,GLNVx.SI^H13,T:GLNV,GLOBAL INVESTMENTS 200 DEAD - DELIST.22/08/13,GLOBAL INVESTMENTS LIMITED,Financials
GLOBAL INVESTMENTS 500,T:BBSO,GLNVx.SI^E12,T:BBSO,GLOBAL INVESTMENTS 500 DEAD - DELIST.17/05/12,GLOBAL INVESTMENTS LIMITED,Financials
GLOBAL PREMIUM HOTELS 10,T:GPHX,GPHLx.SI^F14,T:GPHX,GLOBAL PREMIUM HOTELS 10 DEAD - DELIST.26/06/14,GLOBAL PREMIUM HOTELS LTD,Consumer Discretionary
GLOBAL TESTING 1,T:GTCX,GTCLx.SI^G15,T:GTCX,GLOBAL TESTING 1 DEAD - DELIST.28/07/15,GLOBAL TESTING CORPORATION LTD,Technology
GMG GLOBAL 1,T:GMGX,GMGGx.SI^G15,T:GMGX,GMG GLOBAL 1 DEAD - DELIST.20/07/15,GMG GLOBAL LIMITED,Consumer Staples
GMG GLOBAL 100,T:GGLT,-,T:GGLT,GMG GLOBAL 100 DEAD - DELIST.22/10/09,GMG GLOBAL LIMITED,Consumer Staples
GMG GLOBAL 100,T:GMGA,GMGGx.SI^A12,T:GMGA,GMG GLOBAL 100 DEAD - DELIST.30/01/12,GMG GLOBAL LIMITED,Consumer Staples
GOLDEN AGRI RESOURCES 10,T:GARL,-,T:GARL,GOLDEN AGRI RESOURCES 10 DEAD - DELIST.16/02/07,GOLDEN AGRI-RESOURCES LIMITED,Consumer Staples
GOLDEN AGRI-RESOURCES 10,T:GARD,-,T:GARD,GOLDEN AGRI-RESOURCES 10 DEAD - DELIST.03/09/09,GOLDEN AGRI-RESOURCES LIMITED,Consumer Staples
GOLDEN AGRI-RESOURCES 10,T:GDNA,-,T:GDNA,GOLDEN AGRI-RESOURCES 10 DEAD - DELIST.11/05/09,GOLDEN AGRI-RESOURCES LIMITED,Consumer Staples
GSH CORPORATION 1,T:GSHX,GSHCx.SI^K15,T:GSHX,GSH CORPORATION 1 DEAD - DELIST.02/11/15,GSH CORPORATION LIMITED,Consumer Discretionary
GUOCOLAND 333,T:GLU,GUOCx.SI^A11,T:GLU,GUOCOLAND 333 DEAD - DELIST.13/01/11,GUOCOLAND LIMITED,Real Estate
GUOCOLAND 333 (SES),T:GULI,-,T:GULI,GUOCOLAND 333 (SES),GUOCOLAND LIMITED,Real Estate
HANKORE ENVM.TECH GP.100,T:HETO,HETGx.SI^F14,T:HETO,HANKORE ENVM.TECH GP.100 DEAD - DELIST.27/06/14,CHINA EVERBRIGHT WATER LTD,Utilities
HAW PAR 1,T:ADFA,HPARx.SI^H13,T:ADFA,HAW PAR 1 DEAD - DELIST.13/08/13,HAW PAR CORPORATION LIMITED,Health Care
HEALTH MAN.INTL.10,T:HMIX,HMIHx.SI^L13,T:HMIX,HEALTH MAN.INTL.10 DEAD - DELIST.06/12/13,HEALTH MANAGEMENT INTERNATIONAL LIMITED,Health Care
HEETON HOLDINGS 1,T:HETX,HEETx.SI^J13,T:HETX,HEETON HOLDINGS 1 DEAD - DELIST.09/10/13,HEETON HOLDINGS LTD,Real Estate
HENGXIN TECHNOLOGY,T:HENX,HNGX.SI^B18,T:HENX,HENGXIN TECHNOLOGY DEAD - DELIST.04/02/18,HENGXIN TECHNOLOGY LTD,Telecommunications
HI-P INTERNATIONAL (SES),T:HIPP,HIPI.SI^D21,T:HIPP,HI-P INTERNATIONAL (SES) DEAD - DELIST.21/04/21,HI-P INTERNATIONAL LTD,Industrials
HL GLOBAL ENTERPRISES 1,T:HLGX,HLGEx.SI^G15,T:HLGX,HL GLOBAL ENTERPRISES 1 DEAD - DELIST.16/07/15,HL GLOBAL ENTERPRISES LIMITED,Consumer Discretionary
HOME INNS & HTLS. (SES) MAN.SPN.ADR 1:2,87466V,HMIN.SI^D16,87466V,HOME INNS & HTLS. (SES) MAN.SPN.ADR 1:2,HOMEINNS HOTEL GROUP - ADR,Consumer Discretionary
HOR KEW 1,T:HOR,HKEWx.SI^I15,T:HOR,HOR KEW 1 DEAD - DELIST.25/09/15,HOR KEW CORP LTD,Industrials
HOTEL PROPERTIES 100,T:HPLD,-,T:HPLD,HOTEL PROPERTIES 100 DEAD - DELIST.27/09/07,HOTEL PROPERTIES LIMITED,Consumer Discretionary
HUTCHISON PORT HDG.TRUST (SGD),T:HPHT,-,T:HPHT,HUTCHISON PORT HDG.TRUST (SGD),HUTCHISON PORT HOLDINGS TRUST,Industrials
HYFLUX WATER TRUST,T:HYFW,HYWT.SI^L10,T:HYFW,HYFLUX WATER TRUST DEAD - DELIST.23/12/10,HYFLUX WATER TRUST,Financials
IFS CAPITAL 100,T:IFSC,-,T:IFSC,IFS CAPITAL 100 DEAD - DELIST.19/06/09,IFS CAPITAL LIMITED,Financials
IFS CAPITAL 100,T:ILFC,-,T:ILFC,IFS CAPITAL 100 DEAD - DELIST.17/06/10,IFS CAPITAL LIMITED,Financials
IMC HOLDINGS (SES),T:IMCH,-,T:IMCH,IMC HOLDINGS (SES) DEAD - DELIST 07/05/02,IMC HOLDINGS LIMITED,Industrials
INTERNATIONAL HEALTHWAY 1,T:IHWY,INTEx.SI^H13,T:IHWY,INTERNATIONAL HEALTHWAY 1,OUE LIPPO HEALTHCARE LTD,Health Care
IPC 1,T:IPCX,IPCCx.SI^G15,T:IPCX,IPC 1 DEAD - DELIST.09/07/15,IPC CORPORATION LIMITED,Real Estate
JAPAN LAND 100,T:JLTT,-,T:JLTT,JAPAN LAND 100 DEAD - DELIST.18/10/07,JAPAN LAND LIMITED,Real Estate
JARDINE CYC.& CARR. FULL PAID 15/07/15,9734EU,-,9734EU,JARDINE CYC.& CARR. FULL PAID 15/07/15,JARDINE CYCLE & CARRIAGE LIMITED,Consumer Discretionary
JARDINE MTSN. (SES),T:JARD,-,T:JARD,JARDINE MTSN. (SES),JARDINE MATHESON HOLDINGS LTD.,Industrials
JB FOODS 1,T:JBFX,JBFOx.SI^J15,T:JBFX,JB FOODS 1 DEAD - DELIST.27/10/15,JB FOODS LTD,Consumer Staples
K-GREEN TRUST 100,T:KGE,KGTRx.SI^H10,T:KGE,K-GREEN TRUST 100 DEAD - DELIST.03/08/10,CRYSTAL TRUST,Utilities
KAY HIAN HOLDINGS FB.,T:KHJF,-,T:KHJF,KAY HIAN HOLDINGS FB. DEAD - DELIST.08/07/98,KAY HIAN HOLDINGS LIMITED,Financials
KEPPEL 100,T:KPLE,KPLMx.SI^G11,T:KPLE,KEPPEL 100 DEAD - DELIST.14/07/11,KEPPEL CORPORATION LIMITED,Energy
KEPPEL INFRA TRUST REIT 1,T:CTYX,KEPLx.SI^G15,T:CTYX,KEPPEL INFRA TRUST REIT 1,KEPPEL INFRASTRUCTURE TRUST,Utilities
KEPPEL LAND 1,T:KLAN,KLANx.SI^G12,T:KLAN,KEPPEL LAND 1 DEAD - DELIST.24/07/12,KEPPEL LAND LIMITED,Real Estate
KEPPEL LAND 1,T:KPL,KLANx.SI^G11,T:KPL,KEPPEL LAND 1 DEAD - DELIST.27/07/11,KEPPEL LAND LIMITED,Real Estate
KEPPEL LAND 1,T:KPLL,-,T:KPLL,KEPPEL LAND 1 DEAD - DELIST.13/01/10,KEPPEL LAND LIMITED,Real Estate
KEPPEL LAND 100,T:KELL,-,T:KELL,KEPPEL LAND 100 DEAD - DELIST.17/07/09,KEPPEL LAND LIMITED,Real Estate
KEPPEL REIT 1,T:KASA,KASAx.SI^J13,T:KASA,KEPPEL REIT 1 DEAD - DELIST.18/10/13,KEPPEL REIT,Real Estate
KEPPEL REIT 100,T:KAS,KASAx.SI^F13,T:KAS,KEPPEL REIT 100 DEAD - DELIST.13/06/13,KEPPEL REIT,Real Estate
KIM ENG HOLDINGS 10,T:KIM,-,T:KIM,KIM ENG HOLDINGS 10 DEAD - DELIST.05/06/08,KIM ENG HOLDINGS LIMITED,Financials
KINTA KELLAS (SES),T:KINT,-,T:KINT,KINTA KELLAS (SES) DEAD - 07/10/98,OPUS GROUP BERHAD,Industrials
KS ENERGY 250,T:KSTL,KSTLx.SI^E13,T:KSTL,KS ENERGY 250 DEAD - DELIST.09/05/13,KS ENERGY LTD,Energy
LAFE 1,T:LAFX,LAFEx.SI^G15,T:LAFX,LAFE 1 DEAD - DELIST.24/07/15,LAFE CORPORATION LIMITED,Technology
LANTROVISION 10,T:LNT,LNTOx.SI^J12,T:LNT,LANTROVISION 10 DEAD - DELIST 10/10/12,LANTROVISION S LIMITED,Telecommunications
LANTROVISION 10,T:LNTO,LNTOx.SI^K12,T:LNTO,LANTROVISION 10 DEAD - DELIST.22/11/12,LANTROVISION S LIMITED,Telecommunications
LC DEVELOPMENT 10,T:LC10,-,T:LC10,LC DEVELOPMENT 10 DEAD - DELIST.16/12/05,AF GLOBAL LTD,Consumer Discretionary
LI HENG CHM.FRE.TECHS.1,T:LHCX,LHCFx.SI^G15,T:LHCX,LI HENG CHM.FRE.TECHS.1 DEAD - DELIST.23/07/15,LI HENG CHEMICAL FIBRE TECHNOLOGIES LTD,Basic Materials
LINDETEVES-JACOBERG 1,T:LINX,LIJOx.SI^G15,T:LINX,LINDETEVES-JACOBERG 1 DEAD - DELIST.09/07/15,BROOK CROMPTON HOLDINGS LTD,Industrials
MALAYA GLASS,502966,-,502966,MALAYA GLASS,FRASER & NEAVE HOLDINGS BERHAD.,Consumer Staples
MAPLETREE INDL.TRUST 20,T:MITT,MAPIx.SI^I11,T:MITT,MAPLETREE INDL.TRUST 20 DEAD - DELIST.29/09/11,MAPLETREE INDUSTRIAL TRUST,Real Estate
MAPLETREE LOGIST.TST.20,T:MPLU,MAPLx.SI^L10,T:MPLU,MAPLETREE LOGIST.TST.20 DEAD - DELIST.21/12/10,MAPLETREE LOGISTICS TRUST MANAGEMENT LIMITED,Real Estate
MENCAST HOLDING 250,T:MHL,MCHLx.SI^G13,T:MHL,MENCAST HOLDING 250 DEAD - DELIST.25/07/13,MENCAST HOLDINGS LIMITED,Industrials
MERMAID MARITIME 50,T:MRMP,-,T:MRMP,MERMAID MARITIME 50 DEAD - DELIST.31/12/09,MERMAID MARITIME PCL,Energy
MINDRAY MED.INTL. (SES) SPN.ADR.'A' 1:1,87467F,-,87467F,MINDRAY MED.INTL. (SES) SPN.ADR.'A' 1:1,MINDRAY MEDICAL INTERNATIONAL LIMITED - ADR,Health Care
MIRACH ENERGY 1,T:AWPX,MIELx.SI^G15,T:AWPX,MIRACH ENERGY 1 DEAD - DELIST.14/07/15,MIRACH ENERGY LIMITED,Energy
MULTI-CHEM 1,T:MCHX,MCHEx.SI^G15,T:MCHX,MULTI-CHEM 1 DEAD - DELIST.16/07/15,MULTI-CHEM LTD,Technology
MURATA MNFG. SDR. (SES),T:MUMN,-,T:MUMN,MURATA MNFG. SDR. (SES) DEAD - MERGED 256921,MURATA MANUFACTURING CO LIMITED,Technology
NERA ASA (SES),T:NERA,-,T:NERA,NERA ASA (SES) DEAD - 29/06/99,NERA ASA,Telecommunications
NERA ELECTRONICS,T:NERE,-,T:NERE,NERA ELECTRONICS DEAD - DELIST.21/03/07,NERA ELECTRONICS LTD,Technology
NUTRYFARM INTL.1,T:LVIX,NUTRx.SI^H15,T:LVIX,NUTRYFARM INTL.1 DEAD - DELIST.18/08/15,NUTRYFARM INTERNATIONAL LTD,Technology
OCEANUS GROUP 20,T:OCGL,OCGLx.SI^I13,T:OCGL,OCEANUS GROUP 20 DEAD - DELIST.17/09/13,OCEANUS GROUP LIMITED,Consumer Staples
OKH GLOBAL 500,T:OKHF,OKHGx.SI^F13,T:OKHF,OKH GLOBAL 500 DEAD - DELIST.13/06/13,OKH GLOBAL LTD,Technology
OLAM INTERNATIONAL 100,T:OLI,-,T:OLI,OLAM INTERNATIONAL 100 DEAD - DELIST.30/05/08,OLAM INTERNATIONAL LIMITED,Consumer Staples
OLAM INTERNATIONAL 100,T:OLEM,OLAMx.SI^H11,T:OLEM,OLAM INTERNATIONAL 100 DEAD - DELIST.15/08/11,OLAM INTERNATIONAL LIMITED,Consumer Staples
OLS ENTERPRISE 1,T:OLSO,OLSEx.SI^J14,T:OLSO,OLS ENTERPRISE 1 DEAD - DELIST.03/10/14,PINE CAPITAL GROUP LTD,Consumer Staples
OUE HOSPITALITY TRUST 1,T:OUDR,OUERx.SI^E14,T:OUDR,OUE HOSPITALITY TRUST 1 DEAD - DELIST.07/05/14,OUE HOSPITALITY TRUST,Real Estate
